date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:06:35	0/0	---M--	301	error ('Moved%20Permanently')	application/rss+xml	etag:%22d38972c53a1773d09bcc18d08041fd9c%22	./?feed=rss2&p=2715	/home/lumiq/websites/wigs/localhost/index45db.html	(from ./?product=virgin-remy-lace-wig-grade-7a-5)
08:06:36	1283/1283	---M--	200	added ('OK')	application/json	date:Tue,%2019%20Jul%202022%2002:36:34%20GMT	./index.php?rest_route=/wp/v2/product/2715	/home/lumiq/websites/wigs/localhost/indexb2ab.json	(from ./?product=virgin-remy-lace-wig-grade-7a-5)
08:06:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Jul%202022%2002:36:37%20GMT	./?p=2715	/home/lumiq/websites/wigs/localhost/index40e1.html	(from ./?product=virgin-remy-lace-wig-grade-7a-5)
08:06:38	2323/2323	---M--	200	added ('OK')	application/json	date:Tue,%2019%20Jul%202022%2002:36:36%20GMT	./index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2F%3Fproduct%3Dvirgin-remy-lace-wig-grade-7a-5	/home/lumiq/websites/wigs/localhost/index0430.json	(from ./?product=virgin-remy-lace-wig-grade-7a-5)
08:06:40	2398/2398	---M-Z	200	added ('OK')	text/xml	date:Tue,%2019%20Jul%202022%2002:36:38%20GMT	./index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2F%3Fproduct%3Dvirgin-remy-lace-wig-grade-7a-5&format=xml	/home/lumiq/websites/wigs/localhost/index70df.php	(from ./?product=virgin-remy-lace-wig-grade-7a-5)
08:06:45	123088/123088	---M--	200	added ('OK')	image/jpeg	etag:%221e0d0-5e41e891ce0e3%22	./wp-content/uploads/2018/09/26-7_20brown_20hair_201-500x500.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/26-7_20brown_20hair_201-500x500.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-4)
08:06:47	4919/4919	---M--	200	added ('OK')	image/jpeg	etag:%221337-5e41e891cf083%22	./wp-content/uploads/2018/09/50-20_20FC3-5_20_3_-500x500-130x130.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/50-20_20FC3-5_20_3_-500x500-130x130.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-5)
08:06:51	3543/3543	---M--	200	added ('OK')	image/jpeg	etag:%22dd7-5e41e891cf083%22	./wp-content/uploads/2018/09/50-40_20L1-2_20_1_-500x500-130x130.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/50-40_20L1-2_20_1_-500x500-130x130.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-5)
08:06:51	0/-1	---M--	301	error ('')			http://schema.org/InStock	/home/lumiq/websites/wigs/schema.org/InStock.a1.delayed	(from ./?product=virgin-remy-lace-wig-grade-7a-5)
08:06:53	1283/1283	---M--	200	added ('OK')	application/json	date:Tue,%2019%20Jul%202022%2002:36:51%20GMT	./index.php?rest_route=/wp/v2/product/2788	/home/lumiq/websites/wigs/localhost/index19d1.json	(from ./?product=virgin-remy-lace-wig-grade-7a-6)
08:06:53	67370/67370	---M--	200	added ('OK')	image/jpeg	etag:%221072a-5e41e891cf083%22	./wp-content/uploads/2018/09/50-20_20FC3-5_20_2_-500x500-600x600.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/50-20_20FC3-5_20_2_-500x500-600x600.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-5)
08:06:55	0/0	---M--	301	error ('Moved%20Permanently')	application/rss+xml	etag:%22d38972c53a1773d09bcc18d08041fd9c%22	./?feed=rss2&p=2788	/home/lumiq/websites/wigs/localhost/indexa531.html	(from ./?product=virgin-remy-lace-wig-grade-7a-6)
08:06:55	2323/2323	---M--	200	added ('OK')	application/json	date:Tue,%2019%20Jul%202022%2002:36:53%20GMT	./index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2F%3Fproduct%3Dvirgin-remy-lace-wig-grade-7a-6	/home/lumiq/websites/wigs/localhost/indexf6f7.json	(from ./?product=virgin-remy-lace-wig-grade-7a-6)
08:06:55	67959/67959	---M--	200	added ('OK')	image/jpeg	etag:%2210977-5e41e891cf083%22	./wp-content/uploads/2018/09/50-20_20FC3-5_20_3_-500x500-600x600.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/50-20_20FC3-5_20_3_-500x500-600x600.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-5)
08:06:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Jul%202022%2002:36:56%20GMT	./?p=2788	/home/lumiq/websites/wigs/localhost/indexc564.html	(from ./?product=virgin-remy-lace-wig-grade-7a-6)
08:06:57	2398/2398	---M-Z	200	added ('OK')	text/xml	date:Tue,%2019%20Jul%202022%2002:36:55%20GMT	./index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2F%3Fproduct%3Dvirgin-remy-lace-wig-grade-7a-6&format=xml	/home/lumiq/websites/wigs/localhost/indexc176.php	(from ./?product=virgin-remy-lace-wig-grade-7a-6)
08:07:04	36609/36609	---M--	200	added ('OK')	image/jpeg	etag:%228f01-5e41e891cf083%22	./wp-content/uploads/2018/09/50-40_20L1-2_20_1_-500x500-600x600.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/50-40_20L1-2_20_1_-500x500-600x600.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-6)
08:07:07	36660/36660	---M--	200	added ('OK')	image/jpeg	etag:%228f34-5e41e891cf083%22	./wp-content/uploads/2018/09/50-40_20L1-2_20_2_-500x500-600x600.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/50-40_20L1-2_20_2_-500x500-600x600.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-6)
08:07:16	34457/34457	---M--	200	added ('OK')	image/jpeg	etag:%228699-5e41e891cf083%22	./wp-content/uploads/2018/09/50-40_20L1-2_20_4_-500x500-600x600.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/50-40_20L1-2_20_4_-500x500-600x600.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-6)
08:07:19	3280/3280	---M--	200	added ('OK')	image/jpeg	etag:%22cd0-5e41e891cf083%22	./wp-content/uploads/2018/09/50-40_20L1-2_20_2_-500x500-130x130.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/50-40_20L1-2_20_2_-500x500-130x130.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-6)
08:07:21	3329/3329	---M--	200	added ('OK')	image/jpeg	etag:%22d01-5e41e891cf083%22	./wp-content/uploads/2018/09/50-40_20L1-2_20_4_-500x500-130x130.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/50-40_20L1-2_20_4_-500x500-130x130.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-6)
08:07:23	3608/3608	---M--	200	added ('OK')	image/jpeg	etag:%22e18-5e41e891cf083%22	./wp-content/uploads/2018/09/64_201-500x500-130x130.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/64_201-500x500-130x130.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-6)
08:07:23	0/-1	---M--	301	error ('')			http://schema.org/InStock	/home/lumiq/websites/wigs/schema.org/InStock.ad.delayed	(from ./?product=virgin-remy-lace-wig-grade-7a-6)
08:07:25	143413/143413	---M--	200	added ('OK')	image/jpeg	etag:%2223035-5e41e891cf083%22	./wp-content/uploads/2018/09/50-40_20L1-2_20_2_-500x500.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/50-40_20L1-2_20_2_-500x500.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-6)
08:07:25	1283/1283	---M--	200	added ('OK')	application/json	date:Tue,%2019%20Jul%202022%2002:37:23%20GMT	./index.php?rest_route=/wp/v2/product/2861	/home/lumiq/websites/wigs/localhost/indexaff4.json	(from ./?product=virgin-remy-lace-wig-grade-7a-7)
08:07:27	2323/2323	---M--	200	added ('OK')	application/json	date:Tue,%2019%20Jul%202022%2002:37:25%20GMT	./index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2F%3Fproduct%3Dvirgin-remy-lace-wig-grade-7a-7	/home/lumiq/websites/wigs/localhost/index88b9.json	(from ./?product=virgin-remy-lace-wig-grade-7a-7)
08:07:27	0/0	---M--	301	error ('Moved%20Permanently')	application/rss+xml	etag:%22d38972c53a1773d09bcc18d08041fd9c%22	./?feed=rss2&p=2861	/home/lumiq/websites/wigs/localhost/index8bba.html	(from ./?product=virgin-remy-lace-wig-grade-7a-7)
08:07:27	129743/129743	---M--	200	added ('OK')	image/jpeg	etag:%221facf-5e41e891cf083%22	./wp-content/uploads/2018/09/50-40_20L1-2_20_4_-500x500.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/50-40_20L1-2_20_4_-500x500.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-6)
08:07:27	275655/275655	---M--	200	added ('OK')	image/jpeg	etag:%22434c7-5e41e891cf083%22	./wp-content/uploads/2018/09/50-20_20FC3-5_20_3_-500x500.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/50-20_20FC3-5_20_3_-500x500.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-5)
08:07:27	2398/2398	---M-Z	200	added ('OK')	text/xml	date:Tue,%2019%20Jul%202022%2002:37:27%20GMT	./index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2F%3Fproduct%3Dvirgin-remy-lace-wig-grade-7a-7&format=xml	/home/lumiq/websites/wigs/localhost/indexdff8.php	(from ./?product=virgin-remy-lace-wig-grade-7a-7)
08:07:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Jul%202022%2002:37:28%20GMT	./?p=2861	/home/lumiq/websites/wigs/localhost/index0262.html	(from ./?product=virgin-remy-lace-wig-grade-7a-7)
08:07:31	38185/38185	---M--	200	added ('OK')	image/jpeg	etag:%229529-5e41e891cf083%22	./wp-content/uploads/2018/09/64_201-500x500-600x600.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/64_201-500x500-600x600.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-7)
08:07:33	3556/3556	---M--	200	added ('OK')	image/jpeg	etag:%22de4-5e41e891cf083%22	./wp-content/uploads/2018/09/64_202-500x500-130x130.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/64_202-500x500-130x130.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-7)
08:07:33	0/-1	---M--	301	error ('')			http://schema.org/InStock	/home/lumiq/websites/wigs/schema.org/InStock.b6.delayed	(from ./?product=virgin-remy-lace-wig-grade-7a-7)
08:07:35	4992/4992	---M--	200	added ('OK')	image/jpeg	etag:%221380-5e41e891ce0e3%22	./wp-content/uploads/2018/09/2-130x130.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/2-130x130.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-7)
08:07:37	1283/1283	---M--	200	added ('OK')	application/json	date:Tue,%2019%20Jul%202022%2002:37:33%20GMT	./index.php?rest_route=/wp/v2/product/2934	/home/lumiq/websites/wigs/localhost/index92d1.json	(from ./?product=virgin-remy-lace-wig-grade-7a-8)
08:07:37	0/0	---M--	301	error ('Moved%20Permanently')	application/rss+xml	etag:%22d38972c53a1773d09bcc18d08041fd9c%22	./?feed=rss2&p=2934	/home/lumiq/websites/wigs/localhost/index4353.html	(from ./?product=virgin-remy-lace-wig-grade-7a-8)
08:07:38	34897/34897	---M--	200	added ('OK')	image/jpeg	etag:%228851-5e41e891cf083%22	./wp-content/uploads/2018/09/64_202-500x500-600x600.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/64_202-500x500-600x600.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-7)
08:07:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Jul%202022%2002:37:38%20GMT	./?p=2934	/home/lumiq/websites/wigs/localhost/index969e.html	(from ./?product=virgin-remy-lace-wig-grade-7a-8)
08:07:39	2323/2323	---M--	200	added ('OK')	application/json	date:Tue,%2019%20Jul%202022%2002:37:37%20GMT	./index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2F%3Fproduct%3Dvirgin-remy-lace-wig-grade-7a-8	/home/lumiq/websites/wigs/localhost/index5f25.json	(from ./?product=virgin-remy-lace-wig-grade-7a-8)
08:07:41	2398/2398	---M-Z	200	added ('OK')	text/xml	date:Tue,%2019%20Jul%202022%2002:37:39%20GMT	./index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2F%3Fproduct%3Dvirgin-remy-lace-wig-grade-7a-8&format=xml	/home/lumiq/websites/wigs/localhost/index63ea.php	(from ./?product=virgin-remy-lace-wig-grade-7a-8)
08:07:48	130611/130611	---M--	200	added ('OK')	image/jpeg	etag:%221fe33-5e41e891cf083%22	./wp-content/uploads/2018/09/64_202-500x500.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/64_202-500x500.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-7)
08:07:57	81475/81475	---M--	200	added ('OK')	image/jpeg	etag:%2213e43-5e41e891ce0e3%22	./wp-content/uploads/2018/09/2-677x800.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/2-677x800.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-8)
08:08:13	130840/130840	---M--	200	added ('OK')	image/jpeg	etag:%221ff18-5e41e891ce0e3%22	./wp-content/uploads/2018/09/3-768x1074.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/3-768x1074.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-8)
08:08:29	84356/84356	---M--	200	added ('OK')	image/jpeg	etag:%2214984-5e41e891cf083%22	./wp-content/uploads/2018/09/4-664x800.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/4-664x800.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-8)
08:08:31	5337/5337	---M--	200	added ('OK')	image/jpeg	etag:%2214d9-5e41e891ce0e3%22	./wp-content/uploads/2018/09/3-130x130.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/3-130x130.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-8)
08:08:34	5056/5056	---M--	200	added ('OK')	image/jpeg	etag:%2213c0-5e41e891cf083%22	./wp-content/uploads/2018/09/4-130x130.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/4-130x130.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-8)
08:08:37	3353/3353	---M--	200	added ('OK')	image/jpeg	etag:%22d19-5e41e891ce0e3%22	./wp-content/uploads/2018/09/15-2_201-500x500-130x130.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/15-2_201-500x500-130x130.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-8)
08:08:37	0/-1	---M--	301	error ('')			http://schema.org/InStock	/home/lumiq/websites/wigs/schema.org/InStock.c3.delayed	(from ./?product=virgin-remy-lace-wig-grade-7a-8)
08:08:38	336213/336213	---M--	200	added ('OK')	image/jpeg	etag:%2252155-5e41e891ce0e3%22	./wp-content/uploads/2018/09/2.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/2.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-8)
08:08:38	132/132	---M-Z	200	added ('OK')	application/javascript	etag:%2284-5e41e891b8923-gzip%22	./wp-content/plugins/woocommerce/assets/js/frontend/lost-password.min.js?ver=3.7.0	/home/lumiq/websites/wigs/localhost/wp-content/plugins/woocommerce/assets/js/frontend/lost-password.min3088.js	(from ./?page_id=8&lost-password)
08:08:40	20715/20715	---M-Z	200	added ('OK')	application/javascript	etag:%2250eb-5e41ee715023b-gzip%22	./wp-includes/js/jquery/ui/core.min.js?ver=1.13.1	/home/lumiq/websites/wigs/localhost/wp-includes/js/jquery/ui/core.min0028.js	(from ./?post_type=product)
08:08:41	6779/6779	---M-Z	200	added ('OK')	application/rss+xml	etag:%22acc9d112ce5ca194937497b3d6e4019d-gzip%22	./?post_type=product&feed=rss2	/home/lumiq/websites/wigs/localhost/index1f80.html	(from ./?post_type=product)
08:08:41	3411/3411	---M-Z	200	added ('OK')	application/javascript	etag:%22d53-5e41ee715023b-gzip%22	./wp-includes/js/jquery/ui/mouse.min.js?ver=1.13.1	/home/lumiq/websites/wigs/localhost/wp-includes/js/jquery/ui/mouse.min0028.js	(from ./?post_type=product)
08:08:45	10751/10751	---M-Z	200	added ('OK')	application/javascript	etag:%2229ff-5e41ee715023b-gzip%22	./wp-includes/js/jquery/ui/slider.min.js?ver=1.13.1	/home/lumiq/websites/wigs/localhost/wp-includes/js/jquery/ui/slider.min0028.js	(from ./?post_type=product)
08:08:45	1291/1291	---M-Z	200	added ('OK')	application/javascript	etag:%2250b-5e41e891b8923-gzip%22	./wp-content/plugins/woocommerce/assets/js/jquery-ui-touch-punch/jquery-ui-touch-punch.min.js?ver=3.7.0	/home/lumiq/websites/wigs/localhost/wp-content/plugins/woocommerce/assets/js/jquery-ui-touch-punch/jquery-ui-touch-punch.min3088.js	(from ./?post_type=product)
08:08:47	3619/3619	---M-Z	200	added ('OK')	application/javascript	etag:%22e23-5e41e891b8923-gzip%22	./wp-content/plugins/woocommerce/assets/js/accounting/accounting.min.js?ver=0.4.2	/home/lumiq/websites/wigs/localhost/wp-content/plugins/woocommerce/assets/js/accounting/accounting.minaffb.js	(from ./?post_type=product)
08:08:49	2097/2097	---M-Z	200	added ('OK')	application/javascript	etag:%22831-5e41e891b8923-gzip%22	./wp-content/plugins/woocommerce/assets/js/frontend/price-slider.min.js?ver=3.7.0	/home/lumiq/websites/wigs/localhost/wp-content/plugins/woocommerce/assets/js/frontend/price-slider.min3088.js	(from ./?post_type=product)
08:08:49	386995/386995	---M--	200	added ('OK')	image/jpeg	etag:%225e7b3-5e41e891cf083%22	./wp-content/uploads/2018/09/3.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/3.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-8)
08:08:51	6792/6792	---M-Z	200	added ('OK')	application/rss+xml	etag:%22acc9d112ce5ca194937497b3d6e4019d-gzip%22	./?feed=rss2&product_cat=uncategorized	/home/lumiq/websites/wigs/localhost/index0290.html	(from ./?product_cat=uncategorized)
08:08:51	1283/1283	---M--	200	added ('OK')	application/json	date:Tue,%2019%20Jul%202022%2002:38:49%20GMT	./index.php?rest_route=/wp/v2/product/3007	/home/lumiq/websites/wigs/localhost/indexca94.json	(from ./?product=virgin-remy-lace-wig-grade-7a-9)
08:08:53	0/0	---M--	301	error ('Moved%20Permanently')	application/rss+xml	etag:%22d38972c53a1773d09bcc18d08041fd9c%22	./?feed=rss2&p=3007	/home/lumiq/websites/wigs/localhost/indexd22e.html	(from ./?product=virgin-remy-lace-wig-grade-7a-9)
08:08:54	2323/2323	---M--	200	added ('OK')	application/json	date:Tue,%2019%20Jul%202022%2002:38:52%20GMT	./index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2F%3Fproduct%3Dvirgin-remy-lace-wig-grade-7a-9	/home/lumiq/websites/wigs/localhost/index150f.json	(from ./?product=virgin-remy-lace-wig-grade-7a-9)
08:08:55	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Jul%202022%2002:38:53%20GMT	./?p=3007	/home/lumiq/websites/wigs/localhost/index739b.html	(from ./?product=virgin-remy-lace-wig-grade-7a-9)
08:08:57	2398/2398	---M-Z	200	added ('OK')	text/xml	date:Tue,%2019%20Jul%202022%2002:38:54%20GMT	./index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2F%3Fproduct%3Dvirgin-remy-lace-wig-grade-7a-9&format=xml	/home/lumiq/websites/wigs/localhost/index67f6.php	(from ./?product=virgin-remy-lace-wig-grade-7a-9)
08:08:57	373438/373438	---M--	200	added ('OK')	image/jpeg	etag:%225b2be-5e41e891cf083%22	./wp-content/uploads/2018/09/4.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/4.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-8)
08:08:57	57801/57801	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Jul%202022%2002:38:48%20GMT	./?product=virgin-remy-lace-wig-grade-7a%26feed=rss2	/home/lumiq/websites/wigs/localhost/index42e4.html	(from ./?feed=rss2&p=1509)
08:09:01	34359/34359	---M--	200	added ('OK')	image/jpeg	etag:%228637-5e41e891ce0e3%22	./wp-content/uploads/2018/09/15-2_201-500x500-600x600.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/15-2_201-500x500-600x600.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-9)
08:09:07	35232/35232	---M--	200	added ('OK')	image/jpeg	etag:%2289a0-5e41e891ce0e3%22	./wp-content/uploads/2018/09/15-2_202-500x500-600x600.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/15-2_202-500x500-600x600.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-9)
08:09:10	3478/3478	---M--	200	added ('OK')	image/jpeg	etag:%22d96-5e41e891ce0e3%22	./wp-content/uploads/2018/09/15-2_202-500x500-130x130.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/15-2_202-500x500-130x130.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-9)
08:09:10	32523/32523	---M--	200	added ('OK')	image/jpeg	etag:%227f0b-5e41e891ce0e3%22	./wp-content/uploads/2018/09/15-2_204-500x500-600x600.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/15-2_204-500x500-600x600.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-9)
08:09:11	0/-1	---M--	301	error ('')			http://schema.org/InStock	/home/lumiq/websites/wigs/schema.org/InStock.d5.delayed	(from ./?product=virgin-remy-lace-wig-grade-7a-9)
08:09:12	2971/2971	---M--	200	added ('OK')	image/jpeg	etag:%22b9b-5e41e891ce0e3%22	./wp-content/uploads/2018/09/15-2_204-500x500-130x130.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/15-2_204-500x500-130x130.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-9)
08:09:21	132709/132709	---M--	200	added ('OK')	image/jpeg	etag:%2220665-5e41e891ce0e3%22	./wp-content/uploads/2018/09/15-2_202-500x500.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/15-2_202-500x500.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-9)
08:09:22	57805/57805	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Jul%202022%2002:39:11%20GMT	./?product=virgin-remy-lace-wig-grade-7a-2%26feed=rss2	/home/lumiq/websites/wigs/localhost/index4e67.html	(from ./?feed=rss2&p=2496)
08:09:22	57805/57805	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Jul%202022%2002:39:12%20GMT	./?product=virgin-remy-lace-wig-grade-7a-3%26feed=rss2	/home/lumiq/websites/wigs/localhost/index7aff.html	(from ./?feed=rss2&p=2569)
08:09:23	127402/127402	---M--	200	added ('OK')	image/jpeg	etag:%221f1aa-5e41e891ce0e3%22	./wp-content/uploads/2018/09/15-2_204-500x500.jpg	/home/lumiq/websites/wigs/localhost/wp-content/uploads/2018/09/15-2_204-500x500.jpg	(from ./?product=virgin-remy-lace-wig-grade-7a-9)
08:09:31	57809/57809	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Jul%202022%2002:39:21%20GMT	./?product=virgin-remy-lace-wig-grade-7a-4%26feed=rss2	/home/lumiq/websites/wigs/localhost/indexabf6.html	(from ./?feed=rss2&p=2642)
08:09:32	57805/57805	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Jul%202022%2002:39:22%20GMT	./?product=virgin-remy-lace-wig-grade-7a-5%26feed=rss2	/home/lumiq/websites/wigs/localhost/index2715.html	(from ./?feed=rss2&p=2715)
08:09:33	57805/57805	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Jul%202022%2002:39:23%20GMT	./?product=virgin-remy-lace-wig-grade-7a-6%26feed=rss2	/home/lumiq/websites/wigs/localhost/index6fb6.html	(from ./?feed=rss2&p=2788)
08:09:34	57805/57805	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Jul%202022%2002:39:24%20GMT	./?product=virgin-remy-lace-wig-grade-7a-7%26feed=rss2	/home/lumiq/websites/wigs/localhost/indexe123.html	(from ./?feed=rss2&p=2861)
08:09:39	57801/57801	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Jul%202022%2002:39:31%20GMT	./?product=virgin-remy-lace-wig-grade-7a-8%26feed=rss2	/home/lumiq/websites/wigs/localhost/index500d.html	(from ./?feed=rss2&p=2934)
08:09:39	57809/57809	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Jul%202022%2002:39:32%20GMT	./?product=virgin-remy-lace-wig-grade-7a-9%26feed=rss2	/home/lumiq/websites/wigs/localhost/index5316.html	(from ./?feed=rss2&p=3007)
08:09:39	389/389	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2019%20Jul%202022%2002:39:39%20GMT	./wp-includes/js/jquery/jquery.min.js?ver=3.6.0	/home/lumiq/websites/wigs/localhost/wp-includes/js/jquery/jquery.minaf6c.js	(from ./)
08:09:39	389/389	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2019%20Jul%202022%2002:39:39%20GMT	./wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	/home/lumiq/websites/wigs/localhost/wp-includes/js/jquery/jquery-migrate.mind617.js	(from ./)
08:09:39	389/389	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2019%20Jul%202022%2002:39:39%20GMT	./wp-content/plugins/itr-popup/scripts/itro-scripts.js?ver=6.0.1	/home/lumiq/websites/wigs/localhost/wp-content/plugins/itr-popup/scripts/itro-scripts37ad.js	(from ./)
08:09:41	389/389	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2019%20Jul%202022%2002:39:40%20GMT	./xmlrpc.php?rsd	/home/lumiq/websites/wigs/localhost/xmlrpc0db0.php	(from ./)
08:09:41	389/389	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2019%20Jul%202022%2002:39:40%20GMT	./wp-includes/wlwmanifest.xml	/home/lumiq/websites/wigs/localhost/wp-includes/wlwmanifest.xml	(from ./)
08:09:43	389/389	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2019%20Jul%202022%2002:39:41%20GMT	./index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2F	/home/lumiq/websites/wigs/localhost/index6013.json	(from ./)
